id,name,address,market,submarket,sale_date,class,units,year_built,sf,avg_sf,sale_price,cap_rate,ppu,psf,buyer,seller,notes,lat,lng
1,Esperanza at Duarte Station,"Esperanza at Duarte Station, Duarte",Los Angeles,Duarte,2026-02-27,,344,2023.0,269083.0,782.0,141000000.0,4.75,409883.0,524.0,Holland Partners with Invesco/State of Florida,MBK Real Estate/Haseko,,34.1391,-117.9709
2,C on Pico,"1242 W Pico Blvd, Los Angeles",Los Angeles,Los Angeles,2026-01-21,,94,2014.0,,,38000000.0,,404255.0,,JRK Property Holdings,,,34.0423629,-118.2720341
3,mResidences Miracle Mile,"6675 W Olympic Blvd, Los Angeles",Los Angeles,Los Angeles,2026-01-08,,60,2008.0,77220.0,1287.0,30150000.0,,502500.0,390.44,Alliance Residential,,,34.0594481,-118.3741802
4,Stella,"13488 W Maxella Ave, Marina Del Rey, CA 90292",Los Angeles,Marina del Rey,2025-10-01,,244,2013.0,236785.0,970.0,141000000.0,4.66,577868.0,595.48,Carmel Partners,Nuveen,"Value add play.

Nuveen bought in 2013 for $167.3M ($686k/unit)",33.9855623,-118.4422136
5,Santal Thousand Oaks,"299 Thousand Oaks Blvd, Thousand Oaks, CA 91360",Ventura County,Thousand Oaks,2025-10-01,,142,2023.0,125243.0,813.0,83000000.0,5.0,584507.0,662.71,BlackRock,Latigo Group,"Includes 9,821SF of retail.",34.1706,-118.8376
6,Avila,"75 W Walnut St, Pasadena, CA 91103",Los Angeles,Pasadena,2025-07-24,,201,2017.0,175838.0,874.0,115000000.0,4.45,572139.0,654.01,Acacia,Greystar,,34.1502298,-118.1521692
7,The 5550,"5550 Hollywood Blvd, Los Angeles, CA 90028",Los Angeles,Hollywood,2025-06-01,,280,2018.0,204400.0,730.0,98350000.0,5.0,351250.0,481.0,Grubb Properties/PCCP,Vanbarton,Assumable dent of 4.37% I/O through Nov 2027,34.1013517,-118.3105011
8,Modera Glendale,"600 N Central Ave, Glendale, CA 91203",Los Angeles,Glendale,2025-04-23,A,235,2015.0,187073.0,796.0,126000000.0,4.54,536170.0,673.53,Sobrato,MillCreek | Rockwood,,34.1553024,-118.2576688
9,the BW,1168 South Barrington Avenue,Los Angeles,Brentwood,2025-04-07,A,78,2013.0,77142.0,989.0,58100000.0,4.75,744871.0,753.16,Famh Group,California Landmark Group,"Includes 2,300sf of retail.",34.0500356,-118.4612607
10,Vinz on Fairfax,"950 S Fairfax Ave, Los Angeles, CA 90036",Los Angeles,Mid-Wilshire,2025-01-31,A,144,2018.0,124581.0,837.0,68421500.0,5.1,475149.0,549.21,Seminole Real Estate Fund,Alliance Residential,,34.0593636,-118.3631246
12,Desmond on Wilshire,"5520 Wilshire Blvd, Los Angeles, CA 90036",Los Angeles,Miracle Mile,2025-01-29,A,175,2016.0,144725.0,827.0,88000000.0,4.9,502857.0,608.05,Carmel Partners,Greystar,,34.0621793,-118.3485937
13,Alta Ink,"5750 Hollywood Blvd, Los Angeles, CA 90028",Los Angeles,Hollywood,2025-01-01,A,161,2021.0,136450.0,847.0,55000000.0,2.95,341614.0,403.08,Lighthouse Group,Wood Partners,,34.1013494,-118.3153453
14,La Belle,"6138 Franklin Ave, Los Angeles, CA 90028",Los Angeles,Hollywood,2024-12-20,A,146,2010.0,119063.0,815.0,52150000.0,4.7,357191.0,438.0,JSP,LaSalle,,34.1051602,-118.3233787
15,Estelle,1333 S Orange Grove A,Los Angeles,Los Angeles,2024-11-01,A,61,2020.0,90021.0,1475.0,41500000.0,4.6,680327.0,461.0,Brasa/Canfield,Green Cities,,34.052545,-118.3652416
16,The Gabriel,"2771 N Garey Ave, Pomona, CA 91767",Los Angeles,Pomona,2024-10-01,A,312,2022.0,275496.0,883.0,115000000.0,5.25,368589.0,417.43,Prime Residential,Greystar,"Property was just finishing lease up. T12 included heavy vacancy, concessions, opex, etc. Buyer closed at stabilization.",34.0955493,-117.748678
17,The Lofts at NoHo Commons,"11136 Chandler Blvd, North Hollywood",Los Angeles,North Hollywood,2024-10-17,A,292,2006.0,225001.0,771.0,92500000.0,5.5,316780.0,411.0,GPI Companies,Mwest Holdings/KBS,"The Lofts at Noho recently went under a $9 million renovation. This includes upgrades to EV charging spots, extensive murals, new signage, landscape, hardscape, and updating 85 percent of the interior market rate units.  The unit mix includes 251 studios and 41 one-bedroom units. Of the total unit count, 28 have been set aside as affordable. Nine units are available to households earning at or below 110 percent of the area median income (AMI), 14 are available at 60 percent of AMI, and five are available at 50 percent of AMI.",34.168015,-118.3730152
18,Canvas LA,"138 N Beaudry Ave, Los Angeles, CA 90012",Los Angeles,DTLA/Echo Park,2024-09-03,A,210,2008.0,178367.0,849.0,61500000.0,5.4,292857.0,344.79,Advance Real Estate,Magnolia Capital/Goldman Sachs,Previously sold in 2018 for $88.3M. Podium construction. 100% market rate,34.0598783,-118.2536247
19,The Highlands,"25909 Rolling Hills Rd, Torrance, CA 90505",Los Angeles,Torrance,2024-08-19,A,121,1970.0,110510.0,913.0,71500000.0,4.4,590909.0,647.0,Koto Estate Company,Ocean Ten,"Sold 2 years prior at $49.5MM / 107 units
Value-add business plan.",33.7874565,-118.3406057
20,The Landing at Arroyo,"1692 Sycamore Dr, Simi Valley, CA 93065",Ventura County,Simi Valley,2024-08-29,A,212,2022.0,201864.0,952.0,95000000.0,5.42,448113.0,470.61,Afton Properties,USA Properties Funds,Cap rate is T3/T12 with adjusted Ptax.,34.26805,-118.74487
21,Paragon at Old Town,"700 S Myrtle Ave, Monrovia, CA 91016",Los Angeles,Monrovia,2024-08-12,A,163,2010.0,154578.0,911.0,87250000.0,4.65,535276.0,564.44,SCS Development,Sequoia Equities,"Core-Plus, 6,077sf of retail that was 100% leased. Cap rate is T3/T12 with adjusted Ptax.",34.144689,-118.000846
22,Silva,"235 N Hoover St, Los Angeles, CA 90004",Los Angeles,Silver Lake,2024-08-01,A,221,2024.0,220632.0,998.0,110225000.0,6.25,498755.0,499.59,CityView & Wafra,Gemdale USA Corporation,Pre-TCO purchase,34.0756258,-118.2834063
23,Maya,535 S Kingsley Dr,Los Angeles,Koreatown,2024-06-28,A,72,2018.0,60483.0,840.0,30000000.0,5.2,416666.0,496.0,,,,34.0647,-118.302951
24,Reveal Playa Vista,"5710 Crescent Prk E, Playa Vista, CA 90094",Los Angeles,Playa Vista,2024-04-01,A,214,2003.0,220337.0,1030.0,122000000.0,4.3,570093.0,554.0,Divco,Clarion Partners,Clarion purchased in 2018 for $117.5M (sold 2024 sale at a loss after ULA transfer tax); Renovated 2020,33.9776,-118.4254
25,Cobalt,"10601 Washington Blvd, Culver City, CA 90232",Los Angeles,Culver City,2024-02-16,A,135,2019.0,130025.0,854.0,67700000.0,5.0,501481.0,520.67,Helio Group,Greystar,"14,754sf of retail.",34.0174496,-118.4052362
26,Ollie on Ogden,939 N Ogden Dr,Los Angeles,West Hollywood,2023-12-01,B,16,1957.0,,,10500000.0,,656250.0,,CityView,Blackstone,Partner buyout,34.0878294,-118.35957
27,The Oliver,11955 W Washington Blvd,Los Angeles,Culver City,2023-08-28,A,30,2016.0,43385.0,1157.0,29250000.0,4.08,975000.0,674.2,Private HNW investor from Orange County,,Allocate 20% of the purchase price towards the retail.,33.9980001,-118.4214481
28,Angelene Apartments,915 N La Brea Ave,Los Angeles,West Hollywood,2023-03-17,A,179,2016.0,156446.0,874.0,112500000.0,4.75,628491.0,719.1,Olympus,,The cap rate is a blended cap rate with apartments and retail. Approximately 33.5k sf of retail is included.,34.0873062,-118.344424
29,The Vermont,3150 Wilshire Blvd,Los Angeles,"Los Angeles
(Koreatown)",2022-11-01,A,464,2014.0,,,235000000.0,,506465.0,,Harbor Group & Image,Capri Capital Partners & Tru America,,34.0613794,-118.2912663
30,THEA at Metropolis,"889 Francisco St, Los Angeles",Los Angeles,"Los Angeles
(Downtown)",2022-11-08,A,684,2020.0,709992.0,1038.0,504000000.0,4.1,736842.0,709.87,Northland,Greenland Holdings,Built as for-sale condos and converted to apartment homes. 85% leased at sale.,34.0483407,-118.2640555
31,Avalon Studio,4121 4041-4121 Radford Ave,Los Angeles,Studio City,2022-09-30,,149,2009.0,119200.0,800.0,76000000.0,3.8,510067.0,637.58,"Gelt, Inc.",AvalonBay,Value-Add. Spent additional $33.5k/unit for upgrades.,34.1460239,-118.3923722
32,Vue Los Feliz,1800 N New Hampshire Ave,Los Angeles,Los Angeles,2022-07-01,A,132,1988.0,,,64000000.0,,484848.0,,Alliance Residential,,,34.1036081,-118.2932131
33,Aliso Apartments,950 E 3rd St,Los Angeles,"Los Angeles
(Arts District)",2022-06-01,A,472,2019.0,,,311000000.0,,658898.0,,,,,34.0459091,-118.2340186
34,The Bahay,300 Westlake Ave,Los Angeles,"Los Angeles
(Filipinotown)",2022-06-01,A,200,2020.0,180600.0,903.0,137750000.0,,688750.0,762.74,Stockbridge Capital,,,34.068718,-118.267052
35,The Eastway Apartments,8740 La Tijera Blvd,Los Angeles,"Los Angeles
(Westchester)",2022-05-12,A,136,2019.0,111248.0,818.0,73255000.0,,538639.0,658.48,Zurich Alternative Asset Management,CIM Group,,33.9575025,-118.3939345
36,The Laurel,1267 N Laurel Ave,Los Angeles,West Hollywood,2022-05-01,A,23,1958.0,18252.0,793.0,36250000.0,2.76,1576086.0,1986.08,,,,34.0935179,-118.3645332
37,1221 Ocean Ave,1221 Ocean Ave,Los Angeles,Santa Monica,2022-04-01,A,120,1971.0,250864.0,2090.0,330000000.0,,2750000.0,1315.45,,,,34.0164466,-118.5001065
38,Elements,616 616 Esplanade,Los Angeles,Redondo Beach,2022-03-01,A,105,1971.0,81647.0,777.0,74500000.0,,709523.0,912.46,Ray Pellegrino Trust,Ideal Capital Group,Sold after $25M of improvements,33.8331585,-118.3895722
39,Village Lofts,11024 Strathmore Dr,Los Angeles,Westwood,2022-03-01,A,31,2015.0,33223.0,1071.0,34400000.0,,1109677.0,1035.43,,,,34.064367,-118.450855
40,Olivia Apartments,"801 S Olive St, Los Angeles",Los Angeles,Los Angeles,2022-03-18,A,45,2021.0,57854.0,1285.0,32100000.0,3.5,713333.0,554.84,,,,34.0450878,-118.2571353
41,Towne at Glendale (formerly Verdugo Village),"1221 N Verdugo Rd, Glendale",Los Angeles,Glendale,2022-03-30,A,126,1965.0,143136.0,1136.0,79700000.0,,632539.0,556.81,CSCDA Community Improvement Authority & BLVD Impact Housing,Interstate Equities Corp,,34.1639149,-118.2334116
42,Hanover West LA,6711 S Sepulveda Blvd,Los Angeles,Los Angeles,2022-03-28,A,180,2021.0,145800.0,810.0,135000000.0,3.1,750000.0,925.93,,,,33.9726505,-118.3947539
43,The Crescent,1274 N Crescent Heights Blvd,Los Angeles,West Hollywood,2022-02-01,A,130,1985.0,127147.0,774.0,100000000.0,,769230.0,786.49,"Standard Communities, Faring & California Statewide Development Authority",,,34.0937015,-118.3658169
44,442 Residences 442 W Ocean Blvd,442 Residences 442 W Ocean Blvd,Los Angeles,Long Beach,2022-02-01,A,94,2022.0,,,48500000.0,,515957.0,,MWest Holdings,Ensemble Real Estate Investments,,33.767235,-118.19736
45,Broadstone Candara,738 Wilcox Ave,Los Angeles,Hollywood,2021-12-23,A,103,2014.0,,,60100000.0,,583495.0,,Fairfield,,,34.0987,-118.3306
46,12530 Crenshaw Blvd,12530 Crenshaw Blvd,Los Angeles,Hawthorne,2021-12-01,A,230,2021.0,201783.0,877.0,144000000.0,,626086.0,713.64,"Standard Communities, Faring & California Statewide Development Authority",The Dinerstein Companies,,33.9182058,-118.3261509
47,Empire Landing,1901 N Buena Vista St,Los Angeles,Burbank,2021-11-10,A,276,2010.0,,,161000000.0,2.75,583333.0,,Clarion & City View,,,34.189915,-118.338357
48,THEO,289 N El Molino Ave,Los Angeles,Pasadena,2021-11-04,A,105,2020.0,,,67000000.0,,638095.0,,Waterford Property Co. & California Statewide Community Development Authority,Summerhill Communities,,34.150939,-118.1370182
49,301 Ocean Ave,301 Ocean Ave,Los Angeles,Santa Monica,2021-10-11,,38,1952.0,37989.0,999.0,70000000.0,,1842105.0,1842.64,,Marquis Property Co.,,34.0259173,-118.5131922
50,The Retreat,22900 Oak Ridge Dr,Los Angeles,Santa Clarita,2021-09-01,,148,1998.0,,,54100000.0,,365540.0,,MKB Ventures LP,Benedict Canyon Equities LEM Capital,,34.3988696,-118.5367426
51,The Madison at Town Center,24555 Town Center Dr,Los Angeles,Valencia,2021-09-01,,130,2003.0,,,62000000.0,,476923.0,,Fairfield Residential,Gemdale USA Corporation,,34.416485,-118.56244
52,Sienna Pointe Apartments,"12625 Frederick St, Moreno Valley",Inland Empire,Moreno Valley,2021-08-01,,120,1971.0,,,107200000.0,,893333.0,,Tower 16 Capital Partners,,"Plans to make nearly $10M in renovations incl. modernized unit upgrades, new clubhouses, gyms, updated pool areas, outdoor gaming areas",33.9366805,-117.2623457
53,The Gallery,"1200 Artesia Blvd, Hermosa Beach",Los Angeles,Hermosa Beach,2021-08-01,,169,1971.0,,,112500000.0,,665680.0,,Prime Group,Equity Residential,,33.8725404,-118.3924989
54,Playa Pacific,"1140 Artesia Blvd, Hermosa Beach",Los Angeles,Hermosa Beach,2021-08-01,,285,1972.0,,,162500000.0,,570175.0,,Prime Group,Equity Residential,,33.8727414,-118.3924844
55,Elan Huntington Beach,"7400 Center Ave, Huntington Beach",Orange County,Huntington Beach,,A,274,2015.0,,,133986000.0,4.2,489000.0,,Catalyst Housing Group,,,33.7332407,-117.9995993
56,Union South Bay,615 E Carson St,Los Angeles,Carson,2021-07-20,A,357,2020.0,,,220000000.0,,616246.0,,California Statewide Communities Development Authority & Standard Communities,,,33.8316659,-118.2654726
57,Residences at Westgate,168 W Green St,Los Angeles,Pasadena,2021-06-15,A,340,2015.0,,,237000000.0,,697058.0,,Waterford Property Co. & California Statewide Communities,,To be converted to workforce housing,34.1442617,-118.1535854
58,The Hudson,678 E Walnut St,Los Angeles,Pasadena,2021-06-15,A,173,2016.0,91078.0,,98100000.0,,567052.0,1077.1,Waterford Property Co. & California Statewide Communities,,To be converted to workforce housing,34.1491753,-118.1364652
59,The Estelle,1333 S Orange Grove Ave,Los Angeles,Mid City,2021-05-12,A,61,2020.0,89887.0,1473.0,55000000.0,,901639.0,611.88,The Green Cities Company,"Canfield Development, Inc.",,34.052545,-118.3652416
60,Altana Glendale,633 N Central Ave,Los Angeles,Glendale,2021-04-20,A,507,2017.0,,,300000000.0,,591715.0,,Waterford Property Co. & California Statewide Communities,,To be converted to workforce housing,34.1549856,-118.2580356
61,Next on Lex,275 W Lexington Dr,Los Angeles,Glendale,2021-04-20,A,494,2019.0,,,290000000.0,,587044.0,,California Community Housing Agency,Cypress Equity,To be converted to workforce housing,34.1520407,-118.2576899
62,Via at Sunset Plaza,1124 Sherbourne Dr,Los Angeles,West Hollywood,2021-04-07,,23,1958.0,25650.0,1115.0,14000000.0,3.32,608695.0,545.81,,,,34.0566543,-118.3792821
63,318 W Wilson Ave,318 W Wilson Ave,Los Angeles,Glendale,2021-03-01,A,164,2020.0,144000.0,785.0,90700000.0,,507012.0,577.43,JRK Property Holdings,Molasky Group,15k sf CVS on ground floor. Retail taken out at $500/sf.,34.1479041,-118.2581148
64,Ocean Santa Monica,901 Ocean Ave,Los Angeles,Santa Monica,2021-02-19,,28,1961.0,30959.0,1105.0,32600000.0,3.72,1164285.0,1053.0,Coastline Real Estate Investments,American Alliance Property Management,,34.020965,-118.5054178
65,Elm Apartments,134 Elm Dr,Los Angeles,Beverly Hills,2021-02-16,,18,1962.0,25152.0,1397.0,12650000.0,3.0,702777.0,502.94,,,,34.065909,-118.3947709
66,Oakhurst Royal Apartments,412 N Oakhurst Dr,Los Angeles,Beverly Hills,2021-02-11,,15,1974.0,24294.0,1619.0,10250000.0,,683333.0,421.91,,,,34.0762978,-118.3908515
67,1835 Holmby Dr,1835 Holmby Dr,Los Angeles,West Los Angeles,2021-01-29,,16,1972.0,28704.0,1794.0,13150000.0,,821875.0,458.12,,,,34.0554253,-118.4254715
68,1500 S Granville,1500 S Granville,Los Angeles,Los Angeles,2020-12-23,A,335,2020.0,,,281000000.0,3.9,710000.0,,,CIM Group,54k sf of retail. 3 Phases totaling 335 units. Retail taken out at $800psf,34.016204,-118.4354026
69,Elmview Residences,321-327 S Elm Dr,Los Angeles,Beverly Hills,2020-12-03,A,30,2017.0,64911.0,2163.0,35800000.0,,1193333.0,551.52,,,,34.0614578,-118.3949951
70,Canyon Drive Manor Apartments,1738 Canyon Dr,Los Angeles,Los Angeles,2020-11-24,,137,1973.0,,,111500000.0,,813868.0,,Raintree Partners,Harry Root Trust,,34.1028556,-118.3165303
71,8819 Harratt St,8819 Harratt St,Los Angeles,West Hollywood,2020-10-01,,21,1989.0,24673.0,1174.0,11975000.0,4.17,570238.0,485.35,,,,34.0895177,-118.3884813
72,416 Broadway,416 Broadway,Los Angeles,Glendale,2020-10-01,A,115,2009.0,,,60000000.0,3.4,521739.0,,Fairmont Management,Essex,,34.1467438,-118.2619311
73,Avalon Venice on Rose,"1957 Lincoln Blvd, Venice",Los Angeles,Los Angeles (Venice),2020-09-08,A,70,2012.0,,,65000000.0,3.88,821920.0,,TA Realty,AvalonBay,"10% affordable units
9,332 sf of retail (fully leased, no credit, all expiring in 2022)",33.9957805,-118.4565165
74,El Palacio,8491 Fountain Ave,Los Angeles,West Hollywood,2020-08-14,,18,1931.0,21882.0,1215.0,15750000.0,3.8,875000.0,719.77,,Christina Development,,34.0944256,-118.3544799
75,Village Pointe,43612 Challenger Way,Los Angeles,Lancaster,2020-08-01,,210,1983.0,,,53000000.0,,252380.0,,Community Preservation Partners; Affordable Housing Access,InSite Development; Housing Access Corp of America,,34.6752676,-118.1122943
76,1346 N Laurel Ave,1346 N Laurel Ave,Los Angeles,West Hollywood,2020-07-16,,16,1961.0,17962.0,1122.0,10100000.0,3.54,631250.0,562.3,,,,34.0954437,-118.3643394
77,Doheny Seasons,147 S Doheny Dr,Los Angeles,Los Angeles,2020-07-10,A,21,2007.0,25904.0,1233.0,16500000.0,3.64,785714.0,636.97,,,,34.0657563,-118.389773
78,Wilshire Vermont Apartments,3183 Wilshire Blvd,Los Angeles,Los Angeles (Koreatown),2020-06-24,A,449,2007.0,,,132125000.0,,294265.0,,Divco West,"Hearthstone Housing, CALPERS",Recapitalized w/ buyer,34.0620242,-118.291101
79,8225 Fountain Ave,8225 Fountain Ave,Los Angeles,West Hollywood,2020-06-01,,7,1926.0,9331.0,1333.0,6840000.0,4.39,977142.0,733.0,,,,34.094439,-118.3681445
80,One Santa Fe,300 S Santa Fe Ave,Los Angeles,Los Angeles (Arts District),2020-03-26,A,438,2015.0,,,175500000.0,,400684.0,,Public Sector Investment Board,Berkshire Hathaway,,34.0451839,-118.2324885
81,Wakaba LA,232 E 2nd St,Los Angeles,Los Angeles (Little Tokyo),2020-02-25,A,240,2016.0,,,115750000.0,,482291.0,,JP Morgan Chase,Sares Regis Group,,33.7572215,-118.1237088
82,Golden West Tower,3510 Maricopa St,Los Angeles,Torrance,2020-02-06,,180,1973.0,,,74160000.0,,412000.0,,Community Preservation Partners; Jonathan Rose Companies,Affordable Housing Acces; Vitus Group,,33.8394407,-118.3477317
83,1901-1903 Orchid Ave,1901-1903 Orchid Ave,Los Angeles,Los Angeles,2020-01-28,,9,1929.0,10573.0,1174.0,12500000.0,,1388888.0,1182.26,Morgan Brown,John Padgett,,34.1049521,-118.3402719
84,The Preston Miracle Mile Apartments,630 Masselin Ave,Los Angeles,Los Angeles (Miracle Mile),2020-01-01,,168,1990.0,,,86770000.0,,516488.0,,Sares Regis Group,Heitman,,34.0584102,-118.3543281
85,The Gardens at Wilshire Center,"710 S Serrano Ave, Los Angeles",Los Angeles,Los Angeles,,A,159,2008.0,127492.0,,,,,,Watermarke,Chandler / Amstar,,34.0593837,-118.3064843
86,The Windward (FKA Cortland Windward Apartments),"905 Lake Union Hill Way, Alpharetta, GA 30004",Atlanta,Alpharetta,2025-12-15,,294,1987.0,,,76500000.0,,260204.0,,Post Investment Group,Cortland,,34.082824957756,-84.279461840797
87,The Lights at Northwinds,"6000 Summit Place, Alpharetta, GA 30009",Atlanta,Alpharetta,2025-12-15,,140,2021.0,,,52650000.0,,376071.0,,NAPA Property Manager,TA Realty,,34.0712,-84.2786
88,The Lofts at Twenty25,"2025 Peachtree Rd NE, Atlanta, GA 30309",Atlanta,Atlanta,2025-12-15,,623,1951.0,,,90000000.0,,144462.0,,Atlantica Properties,Harbor Group International,,33.809335554864,-84.391722061349
89,Novo Sweetwater,"1521 Lee Rd, Lithia Springs, GA 30122",Atlanta,Lithia Springs,2025-12-15,,300,2024.0,,,61800000.0,,206000.0,,ARC Capital Partners,Shelton McNally,,33.762658033493,-84.650933654887
90,Notion,"125 N Arcadia Ave, Decatur, GA 30030",Atlanta,Decatur,2025-12-15,,290,2022.0,,,76050000.0,,262241.0,,PGIM,Toll Brothers,,33.776936972344,-84.280430744521
91,Magnolia at Milton (FKA IMT Deefield),"13125 Morris Rd, Alpharetta, GA 30004",Atlanta,Alpharetta,2025-12-15,,635,2001.0,,,179718468.0,,283021.0,,Olen Properties,IMT Residential,,34.099036971611,-84.25897227535
92,Bell Kennesaw Mountain,"2504 Trees of Kennesaw Pkwy, Kennesaw, GA 30152",Atlanta,Kennesaw,2025-12-15,,450,1999.0,,,111600000.0,,248000.0,,GID,Bell Partners,,33.998879087508,-84.602534841541
93,Bell Rock Springs (FKA Rock Springs Village),"550 Rock Springs Ct NE, Atlanta, GA 30306",Atlanta,Atlanta,2025-11-15,,558,2005.0,,,150000000.0,,268817.0,,Bell Partners,Jamestown,,33.7929640546,-84.341721044131
94,Treeline Ansley (FKA Gables Midtown),"1925 Monroe Dr NE, Atlanta, GA 30324",Atlanta,Atlanta,2025-11-15,,346,2009.0,,,76000000.0,,219653.0,,Shelton McNally / Carlyle,Gables Residential,,33.807296591964,-84.375438414412
95,Elme Eagles Landing,"860 Rock Quarry Rd, Stockbridge, GA 30281",Atlanta,Stockbridge,2025-11-15,,490,2000.0,,,62501029.0,,127553.0,,Cortland,Elme Communities,,33.524200374173,-84.230357544169
